subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,9/23/2018,2/2/2018,2/6/2018,Ipsos,B+,2630,rv,.0461187,0,42.4,36.3,46.82534,40.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50890,80447,2/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/3/2018,2/7/2018,Ipsos,B+,2666,rv,.0468237,0,42.4,36.6,46.82534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50889,80446,2/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/4/2018,2/6/2018,YouGov,B,1313,rv,.1591516,0,43,37,47.79832,39.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5qt1ka60gv/econTabReport.pdf,50882,80436,2/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/2/2018,2/7/2018,Garin-Hart-Yang/Global Strategy Group,"",1001,rv,1.245481,0,46,42,45.91806,41.04223,"","",http://www.mcclatchydc.com/news/politics-government/white-house/article199812624.html,50894,80461,2/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/4/2018,2/8/2018,Ipsos,B+,2141,rv,.0376695,0,40.8,37.8,45.22534,41.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50888,80445,2/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/5/2018,2/7/2018,Marist College,A,807,rv,.8990321,0,49,38,49.1308,38.53578,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180205/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_February%202018.pdf#page=3,50887,80444,2/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,1/29/2018,2/13/2018,Pew Research Center,B-,4642,a,1.821558,0,47,38,46.81207,37.74094,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/04/26112459/Democracy-topline-for-release.pdf,52317,82576,2/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/5/2018,2/9/2018,McLaughlin & Associates,C-,1000,lv,.2657205,0,45,42,47.27081,39.39692,"","",http://mclaughlinonline.com/2018/02/12/1136/,50901,80482,2/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/5/2018,2/9/2018,Ipsos,B+,1578,rv,.0278174,0,41.8,37.8,46.22534,41.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50898,80473,2/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/6/2018,2/10/2018,Ipsos,B+,1382,rv,.0244107,0,42.1,36.6,46.52534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50897,80472,2/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/7/2018,2/11/2018,Ipsos,B+,1256,rv,.0222312,0,41.7,35.7,46.12534,39.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50896,80471,2/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/9/2018,2/11/2018,Public Policy Polling,B,687,rv,.5952208,0,49,41,47.9636,40.83066,"","",https://www.publicpolicypolling.com/wp-content/uploads/2018/02/PPP_Release_National_21418.pdf,50902,80484,2/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/8/2018,2/12/2018,Morning Consult,B-,1985,rv,.1231878,0,38,39,42.49991,41.0313,"","",https://morningconsult.com/wp-content/uploads/2018/02/180207_topline_POLITICO_v1_DK-1.pdf,50900,80481,2/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/8/2018,2/12/2018,Ipsos,B+,1268,rv,.0224909,0,42.5,35,46.92534,38.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50895,80470,2/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/9/2018,2/13/2018,Ipsos,B+,1233,rv,.0219171,0,43.5,34.1,47.92534,37.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50910,80501,2/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/10/2018,2/14/2018,Ipsos,B+,1218,rv,.0217003,0,42,35.8,46.42534,39.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50909,80500,2/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/11/2018,2/13/2018,YouGov,B,1270,rv,.156339,0,42,38,46.79832,40.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bs88nyx7rs/econTabReport.pdf,50903,80487,2/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/11/2018,2/15/2018,Ipsos,B+,1241,rv,.0221617,0,42.1,36.3,46.52534,40.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50908,80499,2/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/12/2018,2/16/2018,Ipsos,B+,1300,rv,.0232709,0,42.6,37,47.02534,40.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50918,80520,2/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/13/2018,2/17/2018,Ipsos,B+,1016,rv,.0182316,0,42.3,36.7,46.72534,40.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50917,80519,2/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/14/2018,2/18/2018,Ipsos,B+,772,rv,.013887,0,41.7,36.6,46.12534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50916,80518,2/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/15/2018,2/19/2018,Morning Consult,B-,1989,rv,.1250322,0,40,38,44.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2018/02/180211_crosstabs_POLITICO_v1_DK-1-1-1.pdf,50922,80556,2/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/15/2018,2/19/2018,Ipsos,B+,766,rv,.0138127,0,41.5,35.3,45.92534,39.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50915,80517,2/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/16/2018,2/20/2018,Ipsos,B+,876,rv,.0158357,0,42.8,36.4,47.22534,40.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50931,80559,2/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/16/2018,2/19/2018,Harris Interactive,C+,1934,rv,.8876299,0,41,36,43.77427,38.63033,"","",http://harvardharrispoll.com/wp-content/uploads/2018/02/Final_HHP_20Feb2018_RegisteredVoters_Topline_Memo.pdf,50920,80528,2/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/16/2018,2/20/2018,America First Policies,"",1200,rv,1.14219,0,42,37,43.91431,37.80334,"","",https://www.americafirstpolicies.org/data/february-national-toplines/,50983,80645,2/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/16/2018,2/19/2018,Quinnipiac University,A-,1249,rv,.488039,0,53,38,50.8154,37.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2521,50914,80508,2/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/17/2018,2/21/2018,Ipsos,B+,953,rv,.0172709,0,41.7,34.8,46.12534,38.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50930,80558,2/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/18/2018,2/20/2018,YouGov,B,1297,rv,.1627007,0,43,35,47.79832,37.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/57yxejgrmo/econTabReport.pdf,50923,80532,2/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/18/2018,2/22/2018,Ipsos,B+,1310,rv,.0238002,0,40.9,35.4,45.32534,39.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50929,80557,2/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/17/2018,2/22/2018,Tarrance Group,B,1010,lv,1.368163,0,42.5,37.5,44.16179,38.09013,"","",https://americanactionnetwork.org/wp-content/uploads/2018/02/AAN-NN-Memo.docx.pdf,50936,80554,2/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/19/2018,2/23/2018,Ipsos,B+,1733,rv,.0315669,0,40.3,36.1,44.72534,39.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50941,80575,2/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/20/2018,2/21/2018,Marist College,A,819,rv,.9256552,0,46,39,46.1308,39.53578,"","","http://maristpoll.marist.edu/wp-content/misc/usapolls/us180220/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_February%2023,%202018.pdf#page=3",50927,80540,2/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/20/2018,2/24/2018,Ipsos,B+,1739,rv,.0317617,0,40.2,36.5,44.62534,40.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50940,80574,2/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/20/2018,2/24/2018,Suffolk University,B+,1000,rv,1.477995,0,46.9,32.3,46.99188,33.79996,"","",http://www.suffolk.edu/documents/SUPRC/3_1_2018_marginals.pdf,50933,80623,2/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/20/2018,2/23/2018,CNN/SSRS,A-,909,rv,.7956263,0,54,38,51.51153,36.62517,"","",http://cdn.cnn.com/cnn/2018/images/02/26/rel3b.-.2018.pdf,50932,80551,2/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/21/2018,2/25/2018,Ipsos,B+,1606,rv,.0294162,0,40.5,36.6,44.92534,40.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50939,80573,2/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/22/2018,2/26/2018,Ipsos,B+,1539,rv,.0282743,0,40.4,36.1,44.82534,39.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50938,80572,2/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/22/2018,2/26/2018,Morning Consult,B-,1992,rv,.1273513,0,41,39,45.49991,41.0313,"","",https://www.politico.com/f/?id=00000161-d99e-da6b-ade9-ffbe99050002,50943,80584,2/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/23/2018,2/27/2018,Ipsos,B+,1378,rv,.0253955,0,41.8,35.3,46.22534,39.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50981,80631,2/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/24/2018,2/28/2018,Ipsos,B+,1228,rv,.0227043,0,43,33.6,47.42534,37.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50980,80630,3/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/25/2018,2/27/2018,YouGov,B,1290,rv,.1651822,0,40,38,44.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h8n9gvrqyj/econTabReport.pdf,50942,80583,2/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/26/2018,2/28/2018,SurveyMonkey,D-,2857,a,.3303884,0,44,37,44.7606,36.90355,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBC%20News%20SurveyMonkey%20Poll%20Toplines%20n%20Methodology%203.8.pdf,50999,80683,3/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/25/2018,3/1/2018,Ipsos,B+,1224,rv,.0227046,0,42.9,32.6,47.32534,36.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50979,80629,3/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/26/2018,3/2/2018,Ipsos,B+,1251,rv,.0232833,0,43.9,32.7,48.32534,36.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50990,80651,3/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/27/2018,3/3/2018,Ipsos,B+,1273,rv,.0237737,0,44.6,33.1,49.02534,36.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50989,80650,3/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,2/28/2018,3/4/2018,Ipsos,B+,1324,rv,.0248131,0,44.4,34,48.82534,37.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50988,80649,3/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/1/2018,3/5/2018,Ipsos,B+,1712,rv,.0322026,0,44.4,34,48.82534,37.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50987,80648,3/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/1/2018,3/4/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.4291193,0,46,40,47.1857,39.18174,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,50996,80675,3/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/1/2018,3/5/2018,Morning Consult,B-,1993,rv,.1302617,0,44,37,48.49991,39.0313,"","",https://morningconsult.com/wp-content/uploads/2018/03/180303_crosstabs_POLITICO_v1_DK-1.pdf,50991,80665,3/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/2/2018,3/6/2018,Ipsos,B+,2457,rv,.0463912,0,43,36.1,47.42534,39.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51004,80686,3/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/2/2018,3/5/2018,Monmouth University,A+,708,rv,1.415268,0,50,41,49.09023,40.00396,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_030718.pdf/,50994,80673,3/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/3/2018,3/5/2018,Quinnipiac University,A-,1122,rv,.4675546,0,48,38,45.8154,37.99812,"","",https://poll.qu.edu/images/polling/us/us03072018_uplm87.pdf/,50995,80674,3/6/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/4/2018,3/6/2018,YouGov,B,1302,rv,.1711338,0,43,37,47.79832,39.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zq33h2ipcl/econTabReport.pdf,50992,80668,3/7/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/3/2018,3/7/2018,Ipsos,B+,2818,rv,.0534191,0,42.5,36.5,46.92534,40.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51003,80685,3/8/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/4/2018,3/8/2018,Lake Research Partners/The Tarrance Group,"",1000,rv,1.175665,0,49,40,48.74599,39.55881,"","",https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll63-questionnaire.pdf,51011,80703,3/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/4/2018,3/8/2018,Ipsos,B+,2864,rv,.0545235,0,41.8,36.8,46.22534,40.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51002,80684,3/9/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/5/2018,3/9/2018,Ipsos,B+,2853,rv,.0545605,0,41.8,36.3,46.22534,40.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51015,80707,3/10/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/6/2018,3/10/2018,Ipsos,B+,2355,rv,.0452556,0,41.1,36.9,45.52534,40.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51014,80706,3/11/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/7/2018,3/11/2018,Ipsos,B+,1534,rv,.0296328,0,42.8,33.3,47.22534,37.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51013,80705,3/12/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/8/2018,3/12/2018,Morning Consult,B-,1997,rv,.134392,0,43,36,47.49991,38.0313,"","",https://morningconsult.com/wp-content/uploads/2018/03/180312_crosstabs_POLITICO_v1_DK-2.pdf,51016,80721,3/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/8/2018,3/12/2018,Ipsos,B+,1216,rv,.0236167,0,43.2,34.2,47.62534,38.00813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51012,80704,3/13/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/9/2018,3/13/2018,Ipsos,B+,1164,rv,.0227307,0,43.2,34.8,47.62534,38.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51032,80746,3/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/10/2018,3/14/2018,Ipsos,B+,1218,rv,.0239188,0,43.6,35.3,48.02534,39.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51031,80745,3/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/10/2018,3/14/2018,NBC News/Wall Street Journal,A-,930,rv,.9839232,0,50,40,48.8559,38.66911,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/18164%20NBCWSJ%20March%202018%20Social%20Trends%20Poll%20(Political%20Data%20Release).pdf,51033,80751,3/15/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/10/2018,3/13/2018,YouGov,B,1278,rv,.1735972,0,43,38,47.79832,40.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/y3tke5cxwy/econTabReport.pdf,51018,80725,3/14/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/11/2018,3/15/2018,Ipsos,B+,1265,rv,.0249834,0,44.6,34.5,49.02534,38.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51030,80744,3/16/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/12/2018,3/16/2018,Ipsos,B+,1381,rv,.0274344,0,43.3,37,47.72534,40.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51042,80768,3/17/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/13/2018,3/17/2018,Ipsos,B+,1336,rv,.0267022,0,40.9,37.4,45.32534,41.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51041,80767,3/18/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/14/2018,3/18/2018,Ipsos,B+,1274,rv,.0256227,0,41.3,36.8,45.72534,40.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51040,80766,3/19/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/15/2018,3/19/2018,Ipsos,B+,1264,rv,.0255841,0,41.1,37,45.52534,40.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51039,80765,3/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/14/2018,3/19/2018,McLaughlin & Associates,C-,1000,lv,.3083326,0,44,43,46.27081,40.39692,"","",http://mclaughlinonline.com/2018/03/20/march-2018-national-survey-results/,51047,80780,3/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/15/2018,3/19/2018,Morning Consult,B-,1994,rv,.1392112,0,42,38,46.49991,40.0313,"","",https://morningconsult.com/wp-content/uploads/2018/03/180322_crosstabs_POLITICO_v1_DK.pdf,51044,80775,3/20/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/16/2018,3/20/2018,Ipsos,B+,1342,rv,.0273409,0,40.2,36.9,44.62534,40.70813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51057,80803,3/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/16/2018,3/20/2018,Quinnipiac University,A-,1291,rv,.588348,0,49,43,46.8154,42.99812,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2529,51045,80777,3/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/17/2018,3/21/2018,Ipsos,B+,1869,rv,.0383322,0,40.6,35.7,45.02534,39.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51056,80802,3/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/18/2018,3/20/2018,YouGov,B,1284,rv,.1819062,0,44,38,48.79832,40.67322,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p86tnmatk6/econTabReport.pdf,51048,80783,3/21/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/18/2018,3/21/2018,Fox News,A,1014,rv,1.490464,0,46,41,45.90765,41.0509,"","",http://www.foxnews.com/politics/2018/03/25/fox-news-poll-gap-narrows-on-2018-vote-preference.html,51058,80800,3/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/18/2018,3/22/2018,Ipsos,B+,2757,rv,.0569392,0,41.8,34,46.22534,37.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51055,80801,3/23/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/19/2018,3/21/2018,Marist College,A,1015,rv,1.222761,0,44,39,44.1308,39.53578,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180320_KOC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_March%2023.%202018.pdf#page=3,51052,80790,3/22/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/14/2018,3/25/2018,Public Religion Research Institute,"",2020,a,1.829427,0,42,36,42.95504,36.82344,"","",https://www.prri.org/wp-content/uploads/2018/04/Abortion-and-Contraception-Topline.pdf,52196,82357,3/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/19/2018,3/23/2018,Ipsos,B+,2848,rv,.0592528,0,41.6,33.7,46.02534,37.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51205,81004,3/24/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/20/2018,3/24/2018,Ipsos,B+,2809,rv,.0589098,0,41.3,33.6,45.72534,37.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51204,81003,3/25/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/21/2018,3/25/2018,Ipsos,B+,2760,rv,.0583736,0,40.9,33.8,45.32534,37.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51203,81002,3/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/22/2018,3/25/2018,CNN/SSRS,A-,913,rv,.8664238,0,50,44,47.51153,42.62517,"","",http://cdn.cnn.com/cnn/2018/images/03/29/rel4c.-.2018.pdf,51063,81064,3/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/23/2018,3/25/2018,Public Policy Polling,B,846,rv,.8264636,0,50,39,48.9636,38.83066,"","",https://www.publicpolicypolling.com/wp-content/uploads/2018/03/PPP_Release_National_32718.pdf,51065,80815,3/26/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/22/2018,3/26/2018,Ipsos,B+,2244,rv,.0478889,0,41.2,34.3,45.62534,38.10813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51202,81001,3/27/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/23/2018,3/27/2018,Ipsos,B+,1393,rv,.0300086,0,41.6,35.5,46.02534,39.30813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51292,81132,3/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/24/2018,3/28/2018,Ipsos,B+,1289,rv,.0279839,0,42.6,36.8,47.02534,40.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51291,81131,3/29/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/25/2018,3/27/2018,YouGov,B,1330,rv,.1980069,0,42,35,46.79832,37.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4e7f92zbz6/econTabReport.pdf,51208,81014,3/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/25/2018,3/29/2018,Ipsos,B+,1325,rv,.0289597,0,42.9,38.4,47.32534,42.20813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51290,81130,3/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/26/2018,3/27/2018,Morning Consult,B-,1997,rv,.1477279,0,41,37,45.49991,39.0313,"","",https://www.politico.com/f/?id=00000162-696d-d2f7-adef-efeff5c90001,51207,81013,3/28/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/27/2018,3/29/2018,Harris Interactive,C+,1340,rv,.5127563,0,45,34,47.77427,36.63033,"","",http://harvardharrispoll.com/wp-content/uploads/2018/04/Final_HHP_March2018_RegisteredVoters_Xtabs_LR_Approval.pdf,51584,81548,3/30/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/26/2018,3/30/2018,Ipsos,B+,1451,rv,.0319293,0,44.8,36.8,49.22534,40.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51601,81580,3/31/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/27/2018,3/31/2018,Ipsos,B+,1404,rv,.0311029,0,45.3,34.8,49.72534,38.60813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51600,81579,4/1/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/25/2018,4/2/2018,Greenberg Quinlan Rosner,B-,699,lv,.6767765,0,47,41,46.02532,40.02739,"","",http://www.democracycorps.com/attachments/article/1081/Dcor_GR_AFT_National%20RV%20Phone_FQ_040218.pdf,51626,81638,4/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/28/2018,4/1/2018,Ipsos,B+,1328,rv,.0296107,0,44.2,35.1,48.62534,38.90813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51599,81578,4/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/29/2018,4/2/2018,Ipsos,B+,1576,rv,.0353638,0,43,34.6,47.42534,38.40813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51598,81577,4/3/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/29/2018,4/1/2018,Morning Consult,B-,1997,rv,.1504772,0,41,37,45.49991,39.0313,"","",https://morningconsult.com/wp-content/uploads/2018/04/180339_crosstabs_POLITICO_v1_DK-2.pdf,51602,81582,4/2/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/30/2018,4/3/2018,Ipsos,B+,1520,rv,.034322,0,42.8,34,47.22534,37.80813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51610,81593,4/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/1/2018,4/3/2018,YouGov,B,1244,rv,.1912995,0,43,36,47.79832,38.67322,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/maf7idof71/econTabReport.pdf,51603,81585,4/4/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,3/31/2018,4/4/2018,Ipsos,B+,1444,rv,.032808,0,44.1,32.7,48.52534,36.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51609,81592,4/5/2018,13:20:19 23 Sep 2018
All polls,9/23/2018,4/1/2018,4/5/2018,Ipsos,B+,1454,rv,.0332333,0,43.1,32.7,47.52534,36.50813,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51608,81591,4/6/2018,13:20:19 23 Sep 2018
